GDP,Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Debtor,Gender,Scholarship holder,Educational special needs,Tuition fees up to date,Target
0.5,0.25,0.740923077,0.192307692,0.685562914,1,0,0.037735849,0,0,0
1,0.35,0.713923077,0.269230769,0.70244087,1,0,0.037735849,0,0,1
0.5,0.2,0.646153846,0.153846154,0.649006623,1,0,0.037735849,0,0,0
0,0.05,0.538461539,0.115384615,0.618101545,0,0,0.037735849,0,0,0
1,0.3,0.673076923,0.230769231,0.719016083,1,1,0.075471698,0,0,1
1,0.25,0.637179487,0.192307692,0.625165563,1,1,0.056603774,0,0,1
1,0.25,0.715384616,0.192307692,0.752317881,1,1,0.056603774,0,0,1
1,0.25,0.635384615,0.192307692,0.582781457,1,0,0.452830189,0,0,1
0.5,0.35,0.680480769,0.153846154,0.721854305,1,0,0.283018868,0,0,0
1,0.35,0.789,0.269230769,0.776310312,1,0,0.018867925,0,0,1
1,0.3,0.61025641,0.230769231,0.600441501,1,1,0.339622642,0,0,1
0,0,0,0.153846154,0.725827815,0,0,0.283018868,1,0,0
1,0.4,0.794230769,0.423076923,0.727272727,1,0,0.377358491,0,0,1
0,0.35,0.6,0.269230769,0.622516556,1,0,0.245283019,0,0,0
1,0.25,0.7,0.230769231,0.653421633,1,0,0.113207547,0,1,1
0,0.3,0.746153846,0.230769231,0.741721854,1,1,0.056603774,0,0,0
1,0.2,0.632692308,0.153846154,0.609271523,1,0,0.075471698,0,1,1
1,0.25,0.710769231,0.192307692,0.593377483,1,0,0.037735849,0,1,1
1,0.35,0.811461539,0.269230769,0.798410596,1,1,0.018867925,0,1,1
0,0.05,0.646153846,0.038461538,0.529801325,1,0,0.018867925,0,1,0
0.5,0.25,0.682051282,0.153846154,0.635761589,1,0,0.132075472,0,1,0
1,0.2,0.678461539,0.153846154,0.688741722,1,0,0.094339623,0,1,1
0,0.15,0.605769231,0.153846154,0.582781457,1,0,0.018867925,0,1,0
1,0.25,0.655128205,0.230769231,0.719016083,1,0,0.018867925,0,0,1
1,0.25,0.764615385,0.192307692,0.773509934,1,0,0.075471698,0,1,1
0,0.1,0.538461539,0.115384615,0.626931567,1,0,0.396226415,1,0,0
1,0.4,0.67375,0.269230769,0.668874172,1,1,0.037735849,0,0,1
0,0.15,0.664102564,0.153846154,0.609271523,1,0,0.358490566,0,0,0
1,0.2,0.565384615,0.153846154,0.701986755,1,0,0.018867925,0,0,1
1,0.3,0.640769231,0.269230769,0.667880795,1,0,0.037735849,0,0,1
0,0.25,0.710769231,0.307692308,0.728476821,0,0,0.075471698,1,0,0
0.5,0.3,0.642564102,0.230769231,0.720441501,1,0,0.037735849,0,0,0
1,0.3,0.661538462,0.192307692,0.590350047,1,1,0.018867925,0,0,1
0.5,0.5,0.698286713,0.423076923,0.672847682,1,0,0.528301887,0,0,0
0,0.05,0.592307692,0.038461538,0.529801325,1,0,0.056603774,0,0,0
1,0.2,0.619230769,0.230769231,0.618101545,1,0,0.018867925,1,0,1
1,0.3,0.707692308,0.230769231,0.741721854,1,1,0.018867925,0,0,1
0,0,0,0,0,1,0,0.150943396,0,0,0
1,0.35,0.648384615,0.269230769,0.637956481,1,0,0.037735849,0,0,1
1,0,0,0,0,1,1,0.018867925,0,0,1
1,0.6,0.78525641,0.5,0.72949567,1,0,0.41509434,0,0,1
1,0.65,0.824260355,0.692307692,0.818248712,1,0,0.226415094,0,0,1
0.5,0.35,0.684615384,0.230769231,0.609271523,1,0,0.018867925,0,0,0
0,0,0,0.076923077,0.529801325,0,0,0.113207547,0,0,0
0,0.15,0.556410256,0.153846154,0.649006623,1,0,0.075471698,0,0,0
1,0.3,0.816666667,0.230769231,0.768211921,0,0,0.018867925,0,0,1
1,0.3,0.881730769,0.230769231,0.824976348,1,0,0.113207547,0,0,1
1,0.3,0.792307692,0.230769231,0.824976348,1,0,0.018867925,0,0,1
1,0.3,0.655128205,0.192307692,0.731125828,1,0,0.283018868,0,0,1
0,0.1,0.796923077,0.115384615,0.565121413,0,0,0.226415094,1,0,0
1,0.2,0.632692308,0.192307692,0.614569536,1,1,0.056603774,1,0,1
0,0,0,0.038461538,0.688741722,0,0,0.20754717,0,0,0
1,0.2,0.733653846,0.115384615,0.635761589,1,0,0.188679245,0,0,1
1,0.6,0.664102564,0.461538462,0.653421633,1,0,0.094339623,1,0,1
0.5,0.3,0.694615385,0.230769231,0.682119205,1,0,0.377358491,1,0,0
0,0,0,0.038461538,0.582781457,0,0,0.20754717,0,0,0
0,0.2,0.565384615,0.153846154,0.649006623,0,0,0.490566038,1,0,0
0,0,0,0,0,0,0,0.283018868,0,0,0
0.5,0.25,0.619230769,0.153846154,0.569536424,1,1,0.056603774,0,0,0
1,0.4,0.733923077,0.307692308,0.722119205,1,1,0.339622642,0,0,1
1,0.2,0.619230769,0.115384615,0.688741722,1,0,0.075471698,0,0,1
0.5,0.35,0.658461539,0.230769231,0.716997792,1,1,0.018867925,0,0,0
1,0.4,0.881880342,0.269230769,0.895364238,1,1,0.018867925,0,0,1
1,0.2,0.646153846,0.192307692,0.635761589,1,0,0.018867925,0,0,1
1,0.3,0.715384616,0.230769231,0.662251656,1,0,0.094339623,0,0,1
1,0.35,0.687307692,0.269230769,0.676253548,1,0,0.037735849,0,0,1
1,0.25,0.655128205,0.192307692,0.728476821,1,1,0.018867925,0,0,1
0,0,0,0,0,1,0,0.037735849,1,0,0
1,0.4,0.844487179,0.269230769,0.773736991,1,1,0.018867925,0,0,1
0,0,0,0,0,0,0,0.264150943,1,0,0
1,0.3,0.673076923,0.192307692,0.732891832,1,1,0.301886792,1,0,1
1,0.4,0.731028846,0.307692308,0.719271523,1,1,0.037735849,0,0,1
1,0.3,0.852564102,0.230769231,0.802270577,1,1,0.018867925,0,0,1
1,0.25,0.624615385,0.115384615,0.565121413,1,0,0.113207547,0,0,1
1,0.3,0.646153846,0.192307692,0.593377483,1,0,0.056603774,0,0,1
1,0.4,0.741125,0.307692308,0.729205298,1,0,0.018867925,0,0,1
0.5,0.25,0.656923077,0.307692308,0.701986755,1,0,0.075471698,1,0,0
1,0.25,0.656923077,0.192307692,0.567644276,1,1,0.094339623,0,0,1
1,0.3,0.628205128,0.230769231,0.644591612,1,0,0.056603774,1,0,1
1,0.3,0.773076923,0.230769231,0.76064333,1,0,0.113207547,0,0,1
1,0.3,0.682051282,0.230769231,0.6799117,1,0,0.037735849,0,0,1
1,0.35,0.749846154,0.269230769,0.737786188,1,0,0.037735849,0,0,1
0,0.15,0.592307692,0.076923077,0.635761589,1,0,0.169811321,0,0,0
1,0.4,0.74008547,0.269230769,0.712204352,1,0,0.018867925,0,0,1
0,0,0,0.038461538,0.847682119,1,0,0.018867925,0,1,0
1,0.3,0.710769231,0.230769231,0.695364238,1,0,0.056603774,0,1,1
0,0,0,0,0,1,0,0.037735849,0,1,0
0,0.2,0.592307692,0.192307692,0.60397351,0,0,0.283018868,0,1,0
0,0.15,0.628205128,0.076923077,0.582781457,0,0,0.264150943,0,1,0
0.5,0.05,0.538461539,0.038461538,0.582781457,1,0,0.150943396,0,1,0
1,0.25,0.7,0.192307692,0.72406181,1,0,0.075471698,0,0,1
0,0.05,0.538461539,0.153846154,0.622516556,0,0,0.264150943,0,0,0
0,0.05,0.7,0.038461538,0.529801325,1,0,0.320754717,0,0,0
1,0.3,0.691025641,0.230769231,0.715231788,1,1,0.018867925,0,0,1
0,0,0,0,0,1,0,0.037735849,1,0,0
0.5,0.05,0.592307692,0.038461538,0.635761589,1,0,0.075471698,1,0,0
0,0.25,0.635384615,0.115384615,0.688741722,0,0,0.018867925,0,0,0
1,0.3,0.861538462,0.230769231,0.785871965,1,0,0.056603774,0,0,1
1,0.3,0.692307693,0.230769231,0.626931567,1,0,0.056603774,0,0,1
1,0.25,0.664102564,0.192307692,0.635761589,1,1,0.018867925,0,0,1
1,0.3,0.61025641,0.153846154,0.675496689,1,0,0.037735849,0,0,1
0.5,0.2,0.794230769,0,0,1,0,0.037735849,0,0,0
0,0.05,0.538461539,0,0,1,1,0.245283019,0,0,0
1,0.3,0.692307693,0.230769231,0.635761589,1,0,0.037735849,0,0,1
1,0.4,0.743076923,0.269230769,0.618690214,1,0,0.037735849,0,0,1
1,0.35,0.732307692,0.269230769,0.720529801,1,1,0.037735849,0,0,1
1,0.3,0.854807692,0.230769231,0.847682119,1,0,0.037735849,0,0,1
1,0.3,0.619230769,0.192307692,0.625165563,1,0,0.056603774,0,0,1
0,0.1,0.753846154,0,0,1,0,0.150943396,1,1,0
0,0,0,0,0,1,0,0.037735849,0,1,0
1,0.3,0.872307692,0.230769231,0.855250709,1,1,0.320754717,1,0,1
1,0.35,0.634615385,0.269230769,0.624408704,1,1,0.018867925,0,0,1
1,0.4,0.722817308,0.307692308,0.711192053,1,1,0.018867925,0,0,1
1,0.25,0.762820513,0.230769231,0.662251656,1,0,0.056603774,0,0,1
1,0.35,0.671153846,0.269230769,0.660359508,1,1,0.056603774,0,0,1
0.5,0.25,0.678461539,0.307692308,0.655629139,1,0,0.113207547,1,0,0
0,0,0,0.038461538,0.529801325,1,0,0.20754717,0,0,0
0.5,0.3,0.669230769,0.192307692,0.667549669,1,0,0.018867925,0,0,0
1,0.2,0.667692308,0.192307692,0.667549669,1,0,0.037735849,0,0,1
0,0.2,0.646153846,0.076923077,0.529801325,1,0,0.320754717,0,0,0
0,0,0,0,0,1,0,0.339622642,0,0,0
1,0.25,0.664102564,0.192307692,0.614569536,1,0,0.283018868,0,0,1
1,0.3,0.726923077,0.230769231,0.644591612,1,0,0.037735849,0,0,1
1,0.25,0.682051282,0.153846154,0.720529801,1,0,0.018867925,0,0,1
0,0.25,0.635384615,0.153846154,0.662251656,0,0,0.339622642,0,0,0
0.5,0.2,0.619230769,0.153846154,0.649006623,1,1,0.132075472,0,1,0
1,0.3,0.679807692,0.230769231,0.620624408,1,1,0.056603774,0,0,1
1,0.3,0.7,0.230769231,0.715231788,1,1,0.018867925,0,1,1
1,0.35,0.701307692,0.269230769,0.690028382,1,1,0.056603774,0,1,1
0,0,0,0,0,0,0,0.018867925,0,1,0
1,0.25,1,0.192307692,0.918322296,1,1,0.018867925,0,1,1
1,0.2,0.619230769,0.153846154,0.582781457,1,1,0.056603774,0,1,1
0,0.3,0.673076923,0.230769231,0.72406181,1,0,0.037735849,0,1,0
0.5,0.25,0.743076923,0.230769231,0.602649007,1,1,0.056603774,0,1,0
1,0.3,0.637179487,0.230769231,0.6799117,1,0,0.037735849,0,1,1
1,0.2,0.619230769,0.192307692,0.667549669,1,0,0.056603774,0,1,1
1,0.35,0.741538462,0.230769231,0.759381898,1,0,0.094339623,0,1,1
0.5,0.3,0.733653846,0.153846154,0.715231788,1,1,0.018867925,0,1,0
1,0.35,0.76923077,0.269230769,0.756859035,1,0,0.037735849,0,1,1
0,0.1,0.538461539,0.115384615,0.622516556,1,0,0.094339623,0,1,0
1,0.25,0.947692308,0.192307692,0.78410596,1,0,0.056603774,0,1,1
0,0,0,0,0,0,0,0.320754717,1,1,0
0,0,0,0.038461538,0.529801325,1,0,0.132075472,0,1,0
0,0,0,0,0,1,0,0.169811321,0,1,0
0,0.25,0.666615385,0.153846154,0.667549669,1,0,0.339622642,0,1,0
1,0.25,0.635384615,0.192307692,0.658467361,1,0,0.094339623,0,1,1
0.5,0.15,0.646153846,0.153846154,0.529801325,1,0,0.169811321,0,1,0
0,0,0,0.115384615,0.653421633,1,0,0.037735849,0,1,0
0,0,0,0,0,0,0,0.037735849,0,1,0
1,0,0,0,0,1,0,0.056603774,1,1,1
1,0.4,0.717948718,0.384615385,0.641059603,1,0,0.075471698,1,1,1
1,0.3,0.807692308,0.230769231,0.779564806,1,1,0.037735849,0,0,1
1,0.3,0.691025641,0.230769231,0.671081678,1,0,0.018867925,0,0,1
1,0.5,0.716153846,0.461538462,0.762098828,1,1,0.113207547,0,0,1
1,0.25,0.656923077,0.192307692,0.709933775,1,1,0.018867925,0,0,1
1,0.35,0.716923077,0.269230769,0.70539262,1,0,0.018867925,0,0,1
1,0.35,0.645538462,0.269230769,0.635156102,1,0,0.037735849,0,0,1
1,0.4,0.694017094,0.423076923,0.611679711,1,0,0.075471698,0,0,1
1,0.3,0.747115385,0.230769231,0.872134488,1,1,0.018867925,0,0,1
1,0.3,0.691025641,0.230769231,0.72406181,1,1,0.132075472,0,0,1
0,0.4,0.722136752,0.269230769,0.670198675,1,0,0.018867925,0,0,0
0.5,0.15,0.646153846,0.230769231,0.653421633,1,0,0.018867925,0,0,0
1,0.35,0.788846154,0.230769231,0.761324503,1,0,0.056603774,0,0,1
0.5,0.2,0.632692308,0.115384615,0.635761589,1,0,0.037735849,0,0,0
0,0.15,0.574358975,0.115384615,0.635761589,0,1,0.018867925,0,0,0
0,0.15,0.592307692,0.153846154,0.635761589,1,1,0.037735849,0,0,0
1,0.25,0.603076923,0.192307692,0.667549669,1,0,0.037735849,0,0,1
1,0.3,0.664102564,0.230769231,0.644591612,1,0,0.018867925,1,0,1
0.5,0.3,0.753846154,0.230769231,0.715231788,1,0,0.056603774,0,0,0
1,0.4,0.741125,0.307692308,0.729205298,1,1,0.018867925,0,0,1
1,0.3,0.689230769,0.230769231,0.656953642,1,1,0.037735849,0,0,1
0.5,0.1,0.646153846,0.153846154,0.565121413,1,0,0.018867925,0,0,0
1,0.3,0.771794872,0.230769231,0.759381898,1,0,0.018867925,0,0,1
0.5,0.1,0.682051282,0.153846154,0.662251656,1,0,0.075471698,0,0,0
0,0,0,0.038461538,0.529801325,0,0,0.037735849,1,0,0
1,0.4,0.787350427,0.269230769,0.778609272,1,0,0.075471698,0,0,1
0.5,0.15,0.740384615,0.153846154,0.609271523,1,0,0.018867925,0,0,0
1,0.4,0.749134615,0.269230769,0.681089036,1,1,0.018867925,0,0,1
1,0.4,0.753547008,0.269230769,0.725827815,1,0,0.018867925,0,0,1
0,0.05,0.646153846,0,0,0,0,0.113207547,0,0,0
0.5,0.2,0.646153846,0.115384615,0.593377483,1,0,0.056603774,0,0,0
1,0.4,0.717948718,0.269230769,0.703878903,1,0,0.018867925,0,0,1
0.5,0.25,0.56,0.192307692,0.688741722,1,0,0.037735849,0,0,0
0.5,0.3,0.62923077,0.230769231,0.667549669,1,1,0.188679245,0,0,0
0.5,0.2,0.646153846,0.192307692,0.678145695,0,1,0.037735849,1,0,0
0,0.25,0.592307692,0.192307692,0.609271523,1,0,0.075471698,0,0,0
1,0.35,0.613846154,0.269230769,0.60397351,1,1,0.037735849,0,0,1
1,0.3,0.61025641,0.230769231,0.653421633,1,1,0.075471698,0,0,1
1,0.2,0.656923077,0.192307692,0.678145695,1,0,0.018867925,0,0,1
1,0.2,0.807692308,0.192307692,0.635761589,1,1,0.056603774,0,0,1
1,0.25,0.726923077,0.192307692,0.688741722,1,1,0.018867925,0,0,1
0,0.3,0.592307692,0.230769231,0.626931567,0,1,0.018867925,1,0,0
1,0.3,0.717948718,0.230769231,0.741721854,1,0,0.018867925,0,0,1
1,0.3,0.726923077,0.230769231,0.653421633,1,1,0.018867925,0,0,1
0.5,0.35,0.673076923,0.192307692,0.690860927,1,1,0.037735849,0,0,0
0.5,0.4,0.717948718,0.423076923,0.697571744,0,0,0.113207547,1,0,0
1,0.3,0.691025641,0.230769231,0.662251656,1,1,0.132075472,0,0,1
1,0,0,0,0,1,0,0.037735849,0,0,1
1,0.35,0.843076923,0.269230769,0.829517503,1,0,0.018867925,0,0,1
1,0.3,0.61025641,0.230769231,0.644591612,1,0,0.037735849,0,0,1
0,0,0,0,0,1,0,0.037735849,0,0,0
0.5,0.25,0.601282052,0.192307692,0.561589404,1,1,0.056603774,0,0,0
0.5,0.25,0.682051282,0.230769231,0.711447493,1,0,0.056603774,0,0,0
0,0,0,0.153846154,0.622516556,1,0,0.169811321,0,0,0
0,0,0,0,0,0,0,0.358490566,1,1,0
0,0,0,0,0,0,0,0.037735849,0,1,0
0,0,0,0,0,0,0,0.188679245,0,1,0
0,0,0,0.038461538,0.688741722,1,0,0.018867925,0,1,0
1,0.35,0.717846154,0.269230769,0.706300851,1,1,0.018867925,0,1,1
0,0,0,0,0,1,0,0.20754717,0,1,0
1,0,0,0,0,1,0,0.075471698,0,1,1
1,0.3,0.737692308,0.230769231,0.725827815,1,0,0.037735849,0,1,1
0,0,0,0,0,0,0,0.169811321,1,1,0
0,0.3,0.747115385,0.346153846,0.7128236,1,0,0.056603774,0,1,0
1,0.35,0.656923077,0.269230769,0.646357616,1,0,0.037735849,0,1,1
0,0.2,0.592307692,0.115384615,0.529801325,1,0,0.075471698,0,1,0
1,0.3,0.692307693,0.192307692,0.688741722,1,1,0.113207547,0,1,1
1,0.3,0.753846154,0.230769231,0.635761589,1,0,0.226415094,0,1,1
1,0.35,0.809230769,0.269230769,0.796215705,1,0,0.056603774,0,1,1
1,0.3,0.630769231,0.230769231,0.635761589,1,0,0.018867925,0,1,1
1,0.25,0.667692308,0.192307692,0.635761589,1,0,0.037735849,0,1,1
0,0.15,0.61025641,0.115384615,0.72406181,0,0,0.113207547,0,1,0
0,0,0,0,0,1,0,0.075471698,0,1,0
0.5,0.2,0.673076923,0.192307692,0.635761589,1,0,0.018867925,0,1,0
1,0,0,0,0,1,1,0.018867925,0,1,1
0,0,0,0.038461538,0.741721854,0,0,0.075471698,1,1,0
0,0,0,0,0,1,0,0.094339623,0,1,0
1,0.25,0.677564102,0.269230769,0.655629139,1,0,0.075471698,0,1,1
0,0,0,0,0,0,0,0.283018868,0,1,0
1,0.65,0.596449704,0.692307692,0.605088881,1,0,0.188679245,0,1,1
1,0.3,0.718846154,0.230769231,0.707284768,1,0,0.018867925,0,1,1
1,0.1,0.861538462,0.230769231,0.794701987,1,1,0.132075472,0,1,1
0,0,0,0.076923077,0.556291391,1,0,0.094339623,0,1,0
0,0,0,0,0,0,0,0.094339623,0,1,0
1,0.25,0.637179487,0.192307692,0.701986755,1,0,0.037735849,0,1,1
0,0,0,0,0,1,0,0.037735849,0,1,0
0.5,0.15,0.570769231,0.153846154,0.609271523,1,0,0.075471698,0,1,0
1,0.4,0.747451923,0.307692308,0.735430464,1,1,0.018867925,0,0,1
1,0.25,0.678461539,0.230769231,0.600441501,1,0,0.018867925,0,0,1
0,0,0,0,0,1,0,0.056603774,1,0,0
1,0.3,0.735897436,0.230769231,0.681173132,1,0,0.037735849,0,0,1
1,0.3,0.673076923,0.192307692,0.614569536,1,0,0.037735849,1,0,1
1,0.3,0.61025641,0.192307692,0.60397351,1,1,0.018867925,0,0,1
0.5,0.3,0.7,0.230769231,0.706401766,1,0,0.056603774,0,0,0
1,0.45,0.741880342,0.269230769,0.719016083,1,1,0.094339623,1,0,1
1,0.35,0.658461539,0.230769231,0.626931567,1,0,0.264150943,0,0,1
1,0.35,0.761538461,0.269230769,0.764427625,1,1,0.037735849,0,0,1
0.5,0,0,0,0,1,0,0.018867925,0,0,0
1,0.25,0.667692308,0.230769231,0.65089877,1,1,0.018867925,0,0,1
1,0.25,0.743076923,0.192307692,0.762913907,1,0,0.075471698,0,0,1
1,0.4,0.811394231,0.269230769,0.696688742,1,1,0.018867925,0,0,1
0,0,0,0,0,0,0,0.150943396,1,1,0
0,0,0,0,0,1,0,0.075471698,1,1,0
1,0.35,0.664615385,0.269230769,0.653926206,1,1,0.037735849,0,0,1
0.5,0.25,0.581538462,0.192307692,0.646357616,1,0,0.037735849,0,0,0
0,0.05,0.592307692,0.153846154,0.556291391,1,0,0.094339623,0,0,0
1,0.25,0.624615385,0.192307692,0.561589404,1,0,0.037735849,0,1,1
0,0,0,0,0,1,0,0.773584906,0,0,0
1,0.3,0.646153846,0.153846154,0.59602649,1,1,0.037735849,0,0,1
1,0.5,0.63,0.230769231,0.556291391,1,0,0.113207547,0,1,1
0.5,0.15,0.628205128,0.153846154,0.582781457,1,1,0.037735849,0,0,0
1,0.4,0.781442308,0.269230769,0.712961211,1,0,0.018867925,0,0,1
1,0.2,0.664102564,0.192307692,0.667549669,1,0,0.056603774,0,0,1
0,0,0,0,0,0,0,0.018867925,0,0,0
1,0.25,0.732307692,0.230769231,0.72406181,1,0,0.018867925,0,0,1
1,0.25,0.635384615,0.192307692,0.614569536,1,1,0.018867925,1,0,1
0,0.25,0.691025641,0.230769231,0.666035951,1,0,0.132075472,0,0,0
0,0.25,0.613846154,0.192307692,0.625165563,1,0,0.018867925,0,0,0
0.5,0.15,0.682051282,0.192307692,0.614569536,1,1,0.037735849,0,0,0
1,0.3,0.637179487,0.230769231,0.600441501,1,1,0.037735849,0,0,1
1,0.3,0.619230769,0.230769231,0.565121413,1,0,0.018867925,0,0,1
0.5,0.25,0.721538462,0.153846154,0.715231788,1,0,0.018867925,0,0,0
1,0,0,0,0,1,1,0.037735849,0,0,1
1,0.2,0.619230769,0.230769231,0.706401766,1,0,0.094339623,0,0,1
0.5,0.1,0.726923077,0.192307692,0.709933775,1,0,0.037735849,0,0,0
0.5,0.2,0.659615385,0.115384615,0.540397351,1,1,0.075471698,0,0,0
1,0.3,0.691025641,0.192307692,0.688741722,1,1,0.075471698,0,0,1
1,0.35,0.695076923,0.269230769,0.683897824,1,1,0.018867925,0,0,1
0,0.05,0.538461539,0.153846154,0.635761589,1,0,0.056603774,0,0,0
0.5,0.25,0.592307692,0.230769231,0.573951435,1,1,0.018867925,0,0,0
1,0.3,0.852564102,0.230769231,0.812362031,1,0,0.037735849,0,0,1
0.5,0.3,0.693269231,0.230769231,0.679028698,1,1,0.018867925,0,0,0
0,0.1,0.753846154,0.230769231,0.688741722,0,0,0.169811321,1,1,0
0.5,0.1,0.592307692,0.076923077,0.715231788,1,0,0.037735849,1,0,0
1,0.3,0.655128205,0.230769231,0.662251656,1,0,0.339622642,0,0,1
1,0.3,0.771794872,0.230769231,0.688741722,1,1,0.037735849,0,0,1
1,0.25,0.676923077,0.153846154,0.622516556,1,0,0.018867925,0,1,1
1,0.2,0.767307692,0.153846154,0.662251656,1,0,0.037735849,0,1,1
1,0.85,0.649145299,0.653846154,0.615158205,1,0,0.150943396,0,1,1
1,0.3,0.78974359,0.230769231,0.741721854,1,0,0.018867925,0,1,1
0,0,0,0,0,0,0,0.169811321,1,1,0
1,0.25,0.744871795,0.192307692,0.731125828,1,0,0.320754717,0,1,1
0,0,0,0,0,0,0,0.018867925,0,1,0
0,0,0,0,0,0,0,0.018867925,0,1,0
0,0.15,0.664102564,0.153846154,0.649006623,1,1,0.018867925,0,1,0
0,0.15,0.735897436,0.115384615,0.609271523,1,0,0.056603774,0,1,0
1,0.45,0.676068376,0.230769231,0.666035951,1,0,0.150943396,0,1,1
0,0.25,0.655128205,0.230769231,0.635761589,1,0,0.018867925,0,1,0
1,0.6,0.662721894,0.423076923,0.635761589,1,0,0.037735849,0,1,1
0,0,0,0,0,1,0,0.056603774,0,1,0
1,0.3,0.601282052,0.230769231,0.635761589,1,1,0.056603774,0,1,1
0.5,0.2,0.659615385,0.153846154,0.614569536,1,0,0.056603774,0,1,0
0,0,0,0,0,1,1,0.037735849,0,1,0
0.5,0.2,0.7,0.192307692,0.635761589,1,0,0.056603774,0,1,0
0.5,0.3,0.648397436,0.230769231,0.740485651,1,0,0.018867925,0,1,0
0.5,0.05,0.538461539,0.153846154,0.662251656,1,0,0.037735849,0,1,0
0,0,0,0,0,0,0,0.056603774,0,1,0
0,0.2,0.673076923,0.153846154,0.556291391,1,0,0.132075472,0,1,0
1,0.3,0.662307692,0.192307692,0.681173132,1,0,0.056603774,0,1,1
0.5,0.2,0.646153846,0.115384615,0.618101545,1,0,0.037735849,0,1,0
0,0.05,0.538461539,0.076923077,0.688741722,1,0,0.113207547,0,1,0
0.5,0.25,0.56,0.230769231,0.626931567,1,0,0.056603774,0,1,0
1,0.4,0.686538462,0.423076923,0.659843468,1,0,0.075471698,0,1,1
0,0,0,0.115384615,0.582781457,1,0,0.056603774,0,1,0
0.5,0.2,0.767307692,0.153846154,0.699337748,1,0,0.075471698,0,1,0
1,0.3,0.762820513,0.230769231,0.821192053,1,1,0.018867925,0,1,1
1,0.3,0.735897436,0.230769231,0.653421633,1,0,0.018867925,0,1,1
0.5,0.2,0.613846154,0.192307692,0.635761589,1,0,0.018867925,0,1,0
0.5,0.25,0.619230769,0.153846154,0.614569536,1,0,0.056603774,0,1,0
1,0.3,0.661538462,0.230769231,0.600441501,1,1,0.018867925,0,1,1
0,0,0,0,0,1,0,0.037735849,0,1,0
0.5,0.1,0.673076923,0.153846154,0.635761589,1,0,0.056603774,0,1,0
1,0.25,0.678461539,0.153846154,0.635761589,1,0,0.037735849,0,1,1
0,0.1,0.619230769,0.076923077,0.662251656,1,0,0.301886792,1,1,0
1,0.55,0.7,0.461538462,0.72406181,1,0,0.075471698,0,1,1
0,0,0,0.076923077,0.768211921,0,0,0.150943396,1,1,0
0,0,0,0.153846154,0.699337748,1,1,0.056603774,0,1,0
0,0.25,0.796923077,0.192307692,0.644591612,1,1,0.094339623,0,1,0
1,0.3,0.61025641,0.153846154,0.59602649,1,0,0.41509434,0,0,1
1,0.3,0.776923077,0.230769231,0.803532009,1,1,0.075471698,0,1,1
1,0.2,0.721538462,0.230769231,0.591611479,1,1,0.037735849,0,0,1
1,0.3,0.591410256,0.230769231,0.581898455,1,1,0.169811321,0,0,1
1,0.25,0.619230769,0.153846154,0.569536424,1,1,0.037735849,0,0,1
1,0.35,0.76923077,0.423076923,0.709118696,0,1,0.056603774,0,0,1
0.5,0.25,0.656923077,0.230769231,0.597918638,1,1,0.150943396,0,0,0
0,0,0,0,0,1,0,0.132075472,0,1,0
1,0.25,0.798717949,0.153846154,0.688741722,1,0,0.056603774,0,1,1
1,0.3,0.726923077,0.230769231,0.853568801,1,0,0.226415094,0,1,1
1,0.3,0.592307692,0.230769231,0.609271523,1,0,0.056603774,0,1,1
0,0.1,0.565384615,0.153846154,0.569536424,1,0,0.056603774,0,1,0
1,0.25,0.7,0.153846154,0.614569536,1,1,0.132075472,0,1,1
0,0,0,0,0,1,0,0.132075472,1,1,0
1,0.25,0.761538461,0.192307692,0.731125828,1,0,0.113207547,0,1,1
1,0.4,0.790865385,0.269230769,0.719772943,1,0,0.056603774,0,1,1
1,0.25,0.7,0.230769231,0.734153264,1,0,0.037735849,0,1,1
0.5,0.3,0.664102564,0.192307692,0.635761589,1,0,0.20754717,0,1,0
1,0.25,0.678461539,0.230769231,0.712288447,1,1,0.056603774,0,1,1
1,0.3,0.746153846,0.230769231,0.741721854,1,0,0.018867925,0,1,1
0,0,0,0.038461538,0.635761589,1,0,0.056603774,1,1,0
1,0.25,0.744871795,0.192307692,0.752317881,1,0,0.301886792,0,1,1
0.5,0.25,0.583692308,0.192307692,0.706754967,1,0,0.339622642,0,0,0
0.5,0.35,0.670769231,0.269230769,0.659981079,1,0,0.188679245,0,0,0
0,0.15,0.646153846,0.115384615,0.582781457,0,0,0.037735849,0,0,0
0.5,0.2,0.565384615,0.153846154,0.556291391,1,1,0.264150943,0,0,0
1,0,0,0,0,1,0,0.037735849,0,1,1
1,0.6,0.7,0.5,0.741721854,1,0,0.094339623,0,1,1
0,0,0,0,0,1,0,0.41509434,0,0,0
0,0,0,0,0,0,0,0.094339623,0,1,0
0.5,0.2,0.673076923,0.153846154,0.529801325,1,0,0.566037736,0,1,0
1,0,0,0,0,1,1,0.037735849,0,1,1
1,0.3,0.771794872,0.230769231,0.715231788,1,0,0.037735849,0,0,1
0,0,0,0,0,1,0,0.037735849,0,0,0
1,0.85,0.801709402,0.653846154,0.709345107,1,1,0.075471698,0,0,1
0,0,0,0,0,0,0,0.41509434,0,0,0
1,0.55,0.731410256,0.461538462,0.719646799,1,0,0.037735849,0,1,1
0.5,0,0,0,0,1,1,0.056603774,0,1,0
